transaction_id,order_id,order_date,ship_date,ship_mode,customer_id,segment,country,city,state,product_id,category,sub_category,product_name,sales,quantity,discount,total_amount,payment_method,shipping_status
5138,CA-2024-0138,2024-10-16,2024-07-08,Same Day,1859,Consumer,USA,West Amanda,Vermont,P3556,Office Supplies,Smartphones,Kitchen Monitor,1287.41,1,18.38,318.29,Credit Card,Shipped
5139,CA-2024-0139,2025-02-10,2024-04-17,Express,1361,Consumer,USA,Joyceview,Ohio,P3412,Office Supplies,Tables,This Monitor,1751.24,5,14.91,716.63,Credit Card,Shipped
5140,CA-2024-0140,2024-09-10,2023-04-15,Standard,1712,Corporate,USA,Nicholasfurt,Texas,P3816,Electronics,Printers,Stay Monitor,991.49,3,11.56,363.25,Credit Card,Shipped
5141,CA-2024-0141,2024-07-19,2024-10-04,Same Day,1102,Home Office,USA,New Adamhaven,Oklahoma,P3985,Furniture,Smartphones,Story Laptop,1853.09,5,7.85,2186.84,Bank Transfer,Shipped
5142,CA-2024-0142,2024-11-05,2024-03-13,Express,1408,Home Office,USA,Danielbury,Kentucky,P3345,Electronics,Chairs,Industry Desk,1693.93,3,9.36,1620.32,Debit Card,Delivered
5143,CA-2024-0143,2024-03-31,2023-09-14,Standard,1896,Home Office,USA,Port Justinville,Michigan,P3116,Electronics,Chairs,Maintain Desk,446.97,5,10.6,740.5,Bank Transfer,Shipped
5144,CA-2024-0144,2024-11-19,2024-09-21,Express,1314,Consumer,USA,North Philipshire,Minnesota,P3827,Furniture,Chairs,Light Phone,1971.95,1,7.81,381.21,Bank Transfer,Shipped
5145,CA-2024-0145,2023-08-01,2024-12-18,Standard,1889,Consumer,USA,Christinabury,Texas,P3776,Electronics,Laptops,Ever Laptop,1406.11,3,5.67,2081.07,Debit Card,Shipped
5146,CA-2024-0146,2025-03-01,2023-05-01,Same Day,1794,Corporate,USA,East Terri,South Dakota,P3162,Electronics,Tables,Use Laptop,766.27,1,2.14,2471.0,PayPal,Shipped
5147,CA-2024-0147,2025-01-31,2024-08-07,Same Day,1067,Corporate,USA,Port Kimfort,New Mexico,P3173,Office Supplies,Laptops,While Phone,451.5,1,6.37,1248.31,Credit Card,In Transit
5148,CA-2024-0148,2024-02-17,2023-11-12,Same Day,1046,Corporate,USA,Lake Susantown,Nebraska,P3904,Furniture,Chairs,Home Phone,1777.06,5,8.13,227.95,PayPal,Delivered
5149,CA-2024-0149,2024-12-11,2023-09-16,Express,1777,Consumer,USA,Mcintoshton,Wyoming,P3095,Furniture,Smartphones,Single Laptop,606.5,2,2.75,2067.59,Bank Transfer,Shipped
5150,CA-2024-0150,2024-07-04,2023-08-12,Express,1077,Corporate,USA,Karenfurt,Washington,P3284,Office Supplies,Tables,Community Printer,1686.04,4,3.22,2308.01,PayPal,Shipped
5151,CA-2024-0151,2023-06-23,2023-08-26,Standard,1199,Consumer,USA,West Christopherfurt,Montana,P3925,Furniture,Printers,Service Phone,680.27,2,3.84,1859.56,PayPal,Shipped
5152,CA-2024-0152,2024-07-31,2023-10-10,Express,1058,Home Office,USA,Triciaborough,Maine,P3811,Electronics,Printers,Agree Laptop,2189.55,5,1.05,320.97,PayPal,Shipped
5153,CA-2024-0153,2024-10-03,2024-05-16,Standard,1964,Corporate,USA,Robertfurt,Idaho,P3550,Electronics,Laptops,Hope Desk,1120.11,1,11.42,1173.32,Bank Transfer,Cancelled
5154,CA-2024-0154,2024-02-20,2023-06-13,Same Day,1888,Consumer,USA,Lake Michelle,Rhode Island,P3387,Furniture,Printers,Four Monitor,1424.11,4,10.36,1503.76,Bank Transfer,Delivered
5155,CA-2024-0155,2023-11-07,2023-06-15,Same Day,1729,Corporate,USA,Sandraport,Ohio,P3941,Office Supplies,Smartphones,Race Laptop,199.79,3,16.31,2367.95,Credit Card,Cancelled
5156,CA-2024-0156,2024-11-18,2023-08-23,Standard,1351,Home Office,USA,Alexton,Maine,P3062,Office Supplies,Printers,Here Printer,2209.48,3,17.62,1636.76,PayPal,Cancelled
5157,CA-2024-0157,2024-07-23,2024-05-12,Same Day,1964,Consumer,USA,Dylanmouth,Arizona,P3781,Furniture,Laptops,How Monitor,499.34,1,18.46,2008.99,Bank Transfer,Cancelled
5158,CA-2024-0158,2024-06-29,2024-12-02,Same Day,1653,Consumer,USA,Brooksberg,Idaho,P3351,Electronics,Laptops,Similar Phone,736.82,5,7.87,1926.66,PayPal,Shipped
5159,CA-2024-0159,2023-05-27,2024-07-11,Same Day,1299,Consumer,USA,Jamietown,South Carolina,P3267,Office Supplies,Laptops,Discuss Phone,2169.16,3,19.53,1206.76,Debit Card,Delivered
5160,CA-2024-0160,2024-03-13,2024-04-10,Express,1236,Home Office,USA,Darrenborough,Missouri,P3699,Electronics,Printers,Mother Phone,1383.9,4,11.1,2476.74,PayPal,Delivered
5161,CA-2024-0161,2023-11-25,2024-01-21,Standard,1385,Consumer,USA,Andrewbury,North Carolina,P3995,Office Supplies,Laptops,Thank Laptop,633.02,5,13.75,1093.97,Debit Card,Delivered
5162,CA-2024-0162,2024-10-10,2023-09-10,Same Day,1883,Corporate,USA,East Isaacbury,Michigan,P3853,Electronics,Printers,Project Desk,2013.84,5,4.25,1100.89,Credit Card,Delivered
5163,CA-2024-0163,2024-02-06,2024-05-03,Standard,1138,Home Office,USA,Jacksonfort,Utah,P3290,Electronics,Chairs,Life Printer,806.73,2,1.61,1076.85,Bank Transfer,Delivered
5164,CA-2024-0164,2024-05-30,2024-07-05,Standard,1307,Home Office,USA,Darrellport,Indiana,P3966,Electronics,Chairs,Eight Phone,782.98,4,13.95,1956.71,Credit Card,Shipped
5165,CA-2024-0165,2025-01-21,2023-06-05,Standard,1268,Corporate,USA,Farmerfurt,South Dakota,P3037,Furniture,Smartphones,Card Monitor,1497.89,4,18.12,2126.63,PayPal,Delivered
5166,CA-2024-0166,2024-06-07,2024-07-11,Express,1060,Corporate,USA,South Theresaport,Michigan,P3020,Electronics,Laptops,Seek Desk,1833.91,3,4.13,1490.59,Debit Card,Cancelled
5167,CA-2024-0167,2024-01-18,2023-09-16,Express,1972,Home Office,USA,East Carolineton,New Mexico,P3396,Electronics,Laptops,News Desk,1224.17,5,7.05,1326.14,Bank Transfer,Shipped
5168,CA-2024-0168,2025-02-14,2024-11-18,Express,1624,Home Office,USA,North Laura,Colorado,P3784,Electronics,Printers,Really Printer,549.45,3,16.27,2224.51,Credit Card,In Transit
5169,CA-2024-0169,2023-07-24,2023-05-08,Standard,1663,Home Office,USA,Livingstonmouth,Nevada,P3358,Furniture,Tables,Let Phone,1668.26,1,3.92,2423.68,Debit Card,In Transit
5170,CA-2024-0170,2024-03-10,2023-10-10,Same Day,1505,Corporate,USA,West Alicia,Virginia,P3063,Office Supplies,Chairs,Billion Monitor,2181.81,1,3.78,113.19,Bank Transfer,Shipped
5171,CA-2024-0171,2024-09-26,2024-12-29,Express,1229,Home Office,USA,Carterview,Idaho,P3042,Office Supplies,Smartphones,Near Desk,1040.57,4,5.96,2418.79,Debit Card,Cancelled
5172,CA-2024-0172,2024-05-30,2023-03-03,Express,1227,Home Office,USA,Michaelburgh,Washington,P3257,Office Supplies,Smartphones,Enter Laptop,2033.99,4,6.59,2475.91,Debit Card,Delivered
5173,CA-2024-0173,2024-11-11,2023-07-25,Express,1526,Home Office,USA,Stevenport,Alaska,P3260,Electronics,Printers,Benefit Monitor,542.0,3,8.18,1648.81,Debit Card,In Transit
5174,CA-2024-0174,2023-03-28,2023-11-08,Same Day,1159,Corporate,USA,Melvinburgh,Arkansas,P3835,Electronics,Laptops,Message Desk,1794.63,5,2.75,1839.27,Bank Transfer,Cancelled
5175,CA-2024-0175,2023-10-20,2023-03-23,Express,1686,Home Office,USA,North Danielle,Oregon,P3011,Furniture,Laptops,Room Phone,1128.51,5,11.23,138.8,Debit Card,Cancelled
5176,CA-2024-0176,2024-06-05,2024-05-04,Express,1922,Consumer,USA,Port Marcusport,North Dakota,P3042,Office Supplies,Laptops,Audience Laptop,2330.64,5,7.52,1784.14,Bank Transfer,Cancelled
5177,CA-2024-0177,2023-09-01,2025-01-14,Same Day,1918,Consumer,USA,Alexanderbury,Maryland,P3183,Electronics,Laptops,Cost Monitor,534.24,3,12.67,1792.25,PayPal,In Transit
5178,CA-2024-0178,2023-09-07,2023-06-20,Standard,1686,Consumer,USA,Byrdbury,New York,P3455,Furniture,Tables,Child Printer,1896.51,1,16.52,1174.73,Credit Card,Delivered
5179,CA-2024-0179,2024-12-29,2024-04-01,Standard,1710,Home Office,USA,Wilcoxville,Oklahoma,P3617,Furniture,Smartphones,Tax Phone,2464.09,3,8.07,348.63,Bank Transfer,Shipped
5180,CA-2024-0180,2023-05-30,2024-10-13,Same Day,1172,Consumer,USA,East Teresa,Massachusetts,P3781,Office Supplies,Laptops,Radio Phone,821.7,1,8.97,2422.14,Bank Transfer,Cancelled
5181,CA-2024-0181,2024-09-27,2023-12-20,Standard,1743,Corporate,USA,North Johnathan,Alaska,P3482,Furniture,Chairs,Environmental Printer,1184.17,4,18.76,2111.68,PayPal,In Transit
5182,CA-2024-0182,2024-12-24,2023-06-05,Express,1783,Corporate,USA,Fryland,Kansas,P3451,Furniture,Smartphones,Cold Laptop,2326.38,4,0.04,501.91,Bank Transfer,In Transit
5183,CA-2024-0183,2024-11-09,2023-12-02,Same Day,1118,Home Office,USA,Port Fernandomouth,Kentucky,P3638,Furniture,Smartphones,Choose Desk,331.53,5,2.59,1108.69,Bank Transfer,In Transit
5184,CA-2024-0184,2023-06-25,2024-03-08,Same Day,1454,Home Office,USA,Lake Donna,South Dakota,P3162,Electronics,Printers,Wind Printer,1424.47,4,10.67,1088.42,Bank Transfer,Delivered
5185,CA-2024-0185,2023-12-17,2025-02-26,Standard,1508,Corporate,USA,Silvaland,Alaska,P3146,Furniture,Chairs,Involve Laptop,1733.69,3,19.3,2460.99,Debit Card,In Transit
5186,CA-2024-0186,2024-04-13,2025-01-23,Standard,1035,Consumer,USA,New Adam,Pennsylvania,P3605,Office Supplies,Chairs,Traditional Printer,141.38,3,0.91,2388.53,Bank Transfer,In Transit
5187,CA-2024-0187,2024-08-10,2024-04-30,Standard,1713,Corporate,USA,New Kimshire,South Carolina,P3623,Office Supplies,Tables,These Printer,457.81,4,15.1,1369.92,Credit Card,Shipped
5188,CA-2024-0188,2024-08-15,2023-10-15,Same Day,1808,Consumer,USA,Craigville,Utah,P3251,Furniture,Laptops,Behind Desk,1826.16,1,6.85,1570.93,PayPal,In Transit
5189,CA-2024-0189,2024-03-15,2023-04-11,Express,1299,Consumer,USA,Washingtonbury,Utah,P3150,Furniture,Tables,Late Laptop,1809.84,2,2.5,326.07,Debit Card,In Transit
5190,CA-2024-0190,2024-07-01,2025-01-19,Express,1983,Corporate,USA,Changside,Connecticut,P3482,Electronics,Chairs,Student Desk,1143.53,2,12.78,1160.46,Debit Card,Cancelled
5191,CA-2024-0191,2024-05-09,2024-07-02,Standard,1749,Consumer,USA,Port Heatherburgh,Michigan,P3285,Electronics,Smartphones,Why Phone,2240.88,1,17.44,699.74,Debit Card,Shipped
5192,CA-2024-0192,2024-03-09,2023-09-22,Standard,1616,Corporate,USA,East Melanieside,Kansas,P3491,Office Supplies,Chairs,Employee Printer,370.37,2,11.52,300.65,Credit Card,Cancelled
5193,CA-2024-0193,2023-05-31,2024-09-06,Standard,1879,Corporate,USA,West Lindseyport,Missouri,P3518,Electronics,Smartphones,Pass Phone,1681.71,1,3.03,1530.34,PayPal,Delivered
5194,CA-2024-0194,2023-08-04,2023-11-10,Express,1424,Home Office,USA,Lake David,Missouri,P3830,Electronics,Laptops,Nothing Monitor,643.63,2,0.78,2124.63,Credit Card,Shipped
5195,CA-2024-0195,2023-04-20,2024-04-19,Same Day,1393,Home Office,USA,East Kristopher,South Carolina,P3299,Furniture,Laptops,White Laptop,709.21,2,13.12,2421.35,Credit Card,Cancelled
5196,CA-2024-0196,2024-03-30,2024-12-23,Express,1503,Home Office,USA,North Scottberg,North Dakota,P3781,Office Supplies,Tables,Movement Phone,1985.62,5,1.87,2024.27,Bank Transfer,Shipped
5197,CA-2024-0197,2023-04-22,2024-03-31,Same Day,1417,Home Office,USA,Jasonville,Montana,P3260,Electronics,Smartphones,Industry Laptop,1072.39,5,16.7,795.51,Debit Card,Delivered
5198,CA-2024-0198,2023-05-10,2023-08-02,Express,1328,Corporate,USA,Austinhaven,Alabama,P3768,Office Supplies,Chairs,Without Desk,2042.23,4,12.07,1128.13,PayPal,Cancelled
5199,CA-2024-0199,2024-12-22,2024-03-28,Same Day,1140,Corporate,USA,Lake Geraldtown,Oklahoma,P3284,Furniture,Laptops,Black Phone,1993.27,3,19.42,1712.56,Bank Transfer,Shipped
5200,CA-2024-0200,2023-03-28,2023-03-31,Express,1301,Consumer,USA,Russellmouth,Kentucky,P3205,Furniture,Printers,Town Monitor,2024.05,2,1.86,223.54,Credit Card,Cancelled
5201,CA-2024-0201,2024-12-31,2023-04-23,Standard,1458,Corporate,USA,Beckerberg,Hawaii,P3918,Electronics,Printers,Arrive Printer,886.55,2,10.35,1096.64,Credit Card,Shipped
5202,CA-2024-0202,2024-05-28,2023-04-13,Same Day,1762,Corporate,USA,Allenmouth,Vermont,P3351,Furniture,Tables,Cost Desk,424.28,1,18.82,610.71,Bank Transfer,Delivered
5203,CA-2024-0203,2023-06-16,2023-04-09,Express,1973,Home Office,USA,Benjaminville,Hawaii,P3866,Furniture,Printers,Kid Monitor,2352.83,3,1.72,1641.58,Credit Card,In Transit
5204,CA-2024-0204,2023-07-22,2024-12-12,Same Day,1107,Corporate,USA,Foxchester,New Mexico,P3418,Office Supplies,Printers,Off Laptop,1720.31,3,3.55,1700.72,Credit Card,Cancelled
5205,CA-2024-0205,2023-11-01,2023-11-17,Same Day,1447,Consumer,USA,Port Jasminstad,Louisiana,P3536,Office Supplies,Smartphones,Reduce Monitor,877.27,3,6.44,2025.01,Bank Transfer,Cancelled
5206,CA-2024-0206,2023-10-11,2023-08-19,Same Day,1452,Consumer,USA,Lake Sharonberg,Delaware,P3498,Office Supplies,Printers,Parent Printer,135.88,4,3.17,1274.65,Bank Transfer,Cancelled
5207,CA-2024-0207,2023-06-09,2025-01-05,Express,1620,Consumer,USA,Lisaville,Oregon,P3500,Office Supplies,Printers,Occur Printer,700.11,2,18.71,137.62,PayPal,In Transit
5208,CA-2024-0208,2023-11-15,2025-02-10,Same Day,1230,Consumer,USA,Lake Danielletown,Louisiana,P3708,Furniture,Printers,Piece Monitor,1070.37,1,19.5,2021.01,Bank Transfer,Delivered
5209,CA-2024-0209,2024-09-21,2023-03-09,Express,1070,Consumer,USA,Williamsfurt,Texas,P3214,Furniture,Laptops,Much Printer,1050.2,4,0.32,2270.87,Debit Card,In Transit
5210,CA-2024-0210,2023-04-22,2023-10-01,Same Day,1456,Consumer,USA,Lake Brandon,Mississippi,P3936,Electronics,Smartphones,Dream Printer,1501.06,3,11.91,122.94,PayPal,In Transit
5211,CA-2024-0211,2023-09-01,2025-01-11,Same Day,1116,Home Office,USA,New Christopherside,Wyoming,P3427,Furniture,Printers,During Desk,94.13,2,4.11,111.34,Credit Card,In Transit
5212,CA-2024-0212,2023-11-23,2024-05-01,Express,1264,Consumer,USA,Calhounmouth,Louisiana,P3620,Office Supplies,Tables,Itself Laptop,303.34,3,15.04,909.71,PayPal,Cancelled
5213,CA-2024-0213,2024-08-01,2023-05-31,Same Day,1009,Corporate,USA,Stevenshaven,Arizona,P3109,Office Supplies,Tables,Approach Printer,778.58,1,16.39,676.66,Debit Card,In Transit
5214,CA-2024-0214,2024-12-29,2024-04-19,Standard,1944,Home Office,USA,Victoriaport,New Hampshire,P3289,Furniture,Printers,City Printer,2375.68,5,6.99,1021.92,PayPal,In Transit
5215,CA-2024-0215,2023-12-16,2024-02-19,Same Day,1345,Home Office,USA,Wilsonview,Texas,P3041,Electronics,Laptops,Risk Printer,2264.72,5,18.94,958.92,Bank Transfer,Shipped
5216,CA-2024-0216,2024-02-19,2024-03-02,Same Day,1957,Corporate,USA,Brownshire,Virginia,P3860,Office Supplies,Smartphones,Hold Monitor,1162.75,1,13.28,214.44,Debit Card,Shipped
5217,CA-2024-0217,2024-11-27,2023-06-04,Express,1630,Consumer,USA,East Harold,Arizona,P3592,Office Supplies,Chairs,Also Phone,1543.64,2,13.79,2094.25,Credit Card,In Transit
5218,CA-2024-0218,2025-02-06,2023-09-20,Same Day,1893,Consumer,USA,North Kathyville,Massachusetts,P3009,Office Supplies,Tables,Number Desk,329.77,4,1.42,1840.13,PayPal,Cancelled
5219,CA-2024-0219,2023-06-04,2025-01-31,Express,1963,Corporate,USA,South Kimberlyborough,Nevada,P3185,Electronics,Smartphones,Others Desk,154.54,1,19.44,151.76,PayPal,In Transit
5220,CA-2024-0220,2024-12-28,2024-09-18,Express,1454,Consumer,USA,New Sabrinahaven,Oklahoma,P3379,Office Supplies,Printers,Especially Laptop,803.19,1,11.0,2190.42,PayPal,Cancelled
5221,CA-2024-0221,2023-04-27,2024-03-08,Express,1476,Home Office,USA,Strongberg,Georgia,P3483,Furniture,Smartphones,Often Phone,1223.16,2,14.84,2394.32,Bank Transfer,Shipped
5222,CA-2024-0222,2024-11-03,2025-01-15,Standard,1556,Corporate,USA,West Ryan,Wyoming,P3809,Furniture,Printers,Bank Monitor,1774.15,3,14.19,453.06,Debit Card,In Transit
5223,CA-2024-0223,2024-01-05,2023-05-30,Express,1276,Corporate,USA,Bakerburgh,Nevada,P3753,Furniture,Tables,Case Printer,1116.16,1,17.03,1146.66,PayPal,Delivered
5224,CA-2024-0224,2023-06-04,2023-05-31,Express,1142,Consumer,USA,Jacksonchester,Nevada,P3316,Electronics,Chairs,Language Printer,2164.4,3,12.49,501.08,Credit Card,Cancelled
5225,CA-2024-0225,2023-10-13,2024-04-19,Standard,1171,Home Office,USA,Lisaside,Mississippi,P3916,Electronics,Chairs,Idea Laptop,970.71,3,6.9,2420.23,Credit Card,Shipped
5226,CA-2024-0226,2024-05-13,2024-01-05,Standard,1643,Corporate,USA,Port Angelaland,Kentucky,P3506,Office Supplies,Printers,Onto Printer,2225.09,1,2.92,2244.69,PayPal,Cancelled
5227,CA-2024-0227,2023-05-24,2024-11-04,Standard,1010,Corporate,USA,Bakerstad,Oklahoma,P3784,Furniture,Tables,Value Phone,55.1,5,11.89,278.74,Bank Transfer,Delivered
5228,CA-2024-0228,2024-01-31,2023-05-17,Same Day,1202,Corporate,USA,Wrightside,Virginia,P3125,Furniture,Laptops,Sing Phone,1283.5,5,16.39,1888.03,PayPal,Cancelled
5229,CA-2024-0229,2023-09-16,2023-06-16,Same Day,1716,Home Office,USA,East Melanieburgh,Virginia,P3927,Electronics,Chairs,Current Printer,209.8,3,9.48,1328.4,Debit Card,Cancelled
5230,CA-2024-0230,2024-10-23,2023-12-01,Same Day,1273,Consumer,USA,Dyerfurt,Massachusetts,P3173,Electronics,Laptops,Of Phone,1302.52,3,4.82,1772.88,Debit Card,Delivered
5231,CA-2024-0231,2024-12-21,2023-04-12,Same Day,1342,Home Office,USA,Austinfort,Pennsylvania,P3017,Electronics,Chairs,Of Monitor,213.7,3,15.67,69.45,Credit Card,Cancelled
5232,CA-2024-0232,2024-05-23,2023-12-14,Express,1320,Consumer,USA,Michaelborough,New York,P3584,Electronics,Printers,Drug Desk,1874.52,4,14.13,2329.51,PayPal,Cancelled
5233,CA-2024-0233,2024-10-19,2023-11-10,Express,1411,Corporate,USA,Lake Stephenmouth,Rhode Island,P3602,Office Supplies,Smartphones,Firm Laptop,2373.31,2,8.92,442.05,PayPal,In Transit
5234,CA-2024-0234,2024-08-03,2023-12-18,Express,1798,Home Office,USA,Suzannefort,Idaho,P3579,Furniture,Laptops,Join Desk,1492.19,1,6.01,81.83,Debit Card,In Transit
5235,CA-2024-0235,2023-10-06,2023-08-03,Same Day,1668,Corporate,USA,North Ruth,Maryland,P3668,Electronics,Printers,Magazine Phone,2460.73,2,4.11,759.3,Bank Transfer,Cancelled
5236,CA-2024-0236,2024-01-12,2023-10-27,Express,1320,Home Office,USA,Turnertown,Missouri,P3680,Electronics,Tables,What Printer,1876.04,1,19.11,1798.16,Debit Card,Cancelled
5237,CA-2024-0237,2024-12-04,2025-01-05,Express,1784,Corporate,USA,Reillyview,Louisiana,P3579,Electronics,Tables,Wall Monitor,1010.67,4,17.01,1538.01,Debit Card,Shipped
5238,CA-2024-0238,2023-08-12,2024-10-13,Express,1845,Home Office,USA,South Kellyport,Indiana,P3738,Electronics,Smartphones,Window Phone,746.29,2,16.16,891.27,Credit Card,Delivered
5239,CA-2024-0239,2023-12-28,2024-07-30,Same Day,1183,Corporate,USA,Danburgh,North Carolina,P3993,Office Supplies,Smartphones,Look Laptop,2407.04,2,9.49,942.36,Debit Card,In Transit
5240,CA-2024-0240,2023-11-08,2023-07-17,Same Day,1863,Corporate,USA,Kimberlytown,Utah,P3724,Office Supplies,Laptops,Project Phone,133.43,1,14.19,111.72,PayPal,Cancelled
5241,CA-2024-0241,2024-11-26,2024-12-19,Express,1127,Corporate,USA,Woodardport,Alabama,P3283,Office Supplies,Tables,Issue Printer,844.21,4,8.78,337.58,PayPal,Delivered
5242,CA-2024-0242,2025-01-05,2024-11-10,Express,1140,Corporate,USA,Ericksonberg,Maine,P3049,Furniture,Tables,Discover Phone,482.4,3,10.66,669.06,Debit Card,Cancelled
5243,CA-2024-0243,2023-12-29,2024-03-13,Express,1788,Consumer,USA,Christinabury,Alaska,P3745,Furniture,Chairs,Discuss Printer,2365.71,5,13.22,1397.65,PayPal,Cancelled
5244,CA-2024-0244,2024-07-30,2024-12-24,Express,1505,Consumer,USA,Port Colinchester,New Mexico,P3169,Furniture,Laptops,Hear Phone,1605.53,5,3.71,1106.99,Debit Card,Cancelled
5245,CA-2024-0245,2023-03-12,2024-09-04,Express,1089,Consumer,USA,Lake Amberchester,Arkansas,P3947,Furniture,Printers,Only Monitor,2490.02,1,7.63,1173.99,Bank Transfer,Delivered
5246,CA-2024-0246,2024-12-18,2024-09-14,Same Day,1208,Home Office,USA,Port Joshua,Alaska,P3572,Office Supplies,Laptops,Bring Phone,2275.4,4,9.12,587.38,Debit Card,In Transit
5247,CA-2024-0247,2025-02-10,2023-09-08,Same Day,1273,Consumer,USA,East Karenburgh,Rhode Island,P3749,Electronics,Printers,Relationship Monitor,1501.0,5,5.48,151.12,PayPal,In Transit
5248,CA-2024-0248,2024-08-23,2024-08-15,Same Day,1171,Corporate,USA,Timothychester,Nevada,P3279,Furniture,Tables,Stop Desk,2368.12,1,3.16,2164.6,Bank Transfer,Delivered
5249,CA-2024-0249,2024-01-21,2023-08-09,Same Day,1563,Consumer,USA,Snyderland,New Jersey,P3586,Furniture,Printers,Girl Desk,2413.32,1,13.92,534.96,Debit Card,Delivered
5250,CA-2024-0250,2023-03-21,2024-09-26,Express,1968,Consumer,USA,West Joshuaburgh,Pennsylvania,P3761,Furniture,Tables,Summer Desk,1736.99,3,10.31,1385.66,PayPal,Delivered
5251,CA-2024-0251,2023-05-15,2023-09-23,Express,1838,Home Office,USA,East Victorberg,New Mexico,P3686,Electronics,Laptops,Decide Printer,1367.0,5,2.62,704.52,Bank Transfer,In Transit
5252,CA-2024-0252,2025-02-02,2025-02-01,Same Day,1608,Corporate,USA,East Josephfort,Idaho,P3082,Electronics,Laptops,Event Printer,188.47,4,5.92,1261.38,Debit Card,Shipped
5253,CA-2024-0253,2023-10-05,2024-07-17,Same Day,1206,Consumer,USA,Andersonburgh,South Carolina,P3286,Furniture,Laptops,Manager Printer,1336.38,2,4.64,1386.14,Bank Transfer,Delivered
5254,CA-2024-0254,2024-04-22,2023-07-15,Same Day,1350,Consumer,USA,South Richardtown,Arizona,P3331,Electronics,Printers,Themselves Phone,1487.7,5,5.49,177.44,Credit Card,In Transit
5255,CA-2024-0255,2024-12-13,2023-10-04,Express,1089,Home Office,USA,East Aaron,Georgia,P3700,Electronics,Smartphones,Anyone Laptop,2400.44,1,5.9,1179.05,Debit Card,Delivered
5256,CA-2024-0256,2023-11-27,2024-07-18,Standard,1412,Consumer,USA,North Jesusburgh,Massachusetts,P3376,Electronics,Laptops,Else Laptop,1418.93,1,9.86,344.5,Bank Transfer,In Transit
5257,CA-2024-0257,2024-09-17,2023-04-22,Same Day,1906,Corporate,USA,Leetown,Pennsylvania,P3259,Electronics,Smartphones,Force Printer,232.19,2,0.73,1989.2,Credit Card,In Transit
5258,CA-2024-0258,2023-04-20,2024-11-21,Standard,1084,Home Office,USA,New Michelle,Washington,P3119,Furniture,Smartphones,Care Monitor,2387.59,1,1.67,1201.25,Debit Card,Shipped
5259,CA-2024-0259,2024-01-11,2023-08-24,Express,1304,Home Office,USA,Port Anna,Minnesota,P3407,Office Supplies,Tables,Also Desk,636.02,4,1.4,188.89,Bank Transfer,In Transit
5260,CA-2024-0260,2025-02-11,2023-11-04,Standard,1112,Home Office,USA,Lake Ronnie,South Dakota,P3270,Office Supplies,Printers,Newspaper Desk,1229.05,4,9.33,769.69,Bank Transfer,Shipped
5261,CA-2024-0261,2024-12-08,2023-07-20,Standard,1569,Home Office,USA,Stephenside,Rhode Island,P3617,Electronics,Laptops,Take Printer,1701.21,2,12.06,965.89,Credit Card,Shipped
5262,CA-2024-0262,2023-10-20,2024-08-23,Express,1899,Home Office,USA,Port Colin,Kentucky,P3687,Furniture,Chairs,Teach Phone,1284.33,1,15.16,2041.96,PayPal,Cancelled
5263,CA-2024-0263,2023-06-03,2024-03-27,Express,1960,Home Office,USA,North Terrymouth,Alabama,P3516,Office Supplies,Laptops,Place Desk,2196.38,5,18.87,2473.16,Bank Transfer,Delivered
5264,CA-2024-0264,2024-10-23,2023-09-16,Standard,1126,Corporate,USA,West Jasonshire,North Dakota,P3123,Electronics,Chairs,Including Laptop,1744.8,4,13.15,1232.08,PayPal,In Transit
5265,CA-2024-0265,2024-06-02,2025-02-18,Same Day,1360,Home Office,USA,South Lisa,Alabama,P3639,Furniture,Printers,Though Printer,1531.63,5,1.2,220.11,Debit Card,In Transit
5266,CA-2024-0266,2023-04-22,2024-06-02,Same Day,1189,Home Office,USA,Lake Jessicaton,New Jersey,P3735,Office Supplies,Chairs,Education Phone,2127.37,3,17.19,1756.94,Bank Transfer,Shipped
5267,CA-2024-0267,2024-04-10,2024-02-29,Standard,1412,Home Office,USA,West Carol,Alaska,P3976,Furniture,Smartphones,Blood Laptop,808.44,3,15.52,2445.67,PayPal,Shipped
5268,CA-2024-0268,2024-06-08,2023-11-14,Same Day,1020,Home Office,USA,Port Audrey,Idaho,P3043,Electronics,Laptops,Ok Desk,1813.52,4,19.52,1239.18,PayPal,Shipped
5269,CA-2024-0269,2023-09-16,2025-01-01,Standard,1966,Home Office,USA,New Wendychester,Florida,P3196,Electronics,Chairs,Top Desk,2392.74,3,11.25,1074.04,Debit Card,Cancelled
5270,CA-2024-0270,2023-12-04,2024-09-15,Express,1521,Consumer,USA,Lake Adam,New York,P3432,Office Supplies,Tables,Probably Monitor,1146.95,3,17.13,796.11,Bank Transfer,Delivered
5271,CA-2024-0271,2024-04-23,2023-07-26,Same Day,1072,Corporate,USA,South Howard,Nevada,P3585,Furniture,Chairs,Performance Monitor,916.92,4,3.72,1392.7,Credit Card,Cancelled
5272,CA-2024-0272,2023-12-20,2023-06-25,Standard,1211,Corporate,USA,South Michaelmouth,Illinois,P3592,Office Supplies,Smartphones,Run Printer,1257.88,3,3.49,2230.38,Credit Card,In Transit
5273,CA-2024-0273,2023-11-20,2024-05-29,Standard,1378,Corporate,USA,South Peter,Arizona,P3938,Office Supplies,Smartphones,Country Desk,2047.1,4,16.53,588.93,PayPal,Cancelled
